narrator_id,n_segments_total,transcript_word_count,n_candidate_segments,technical_gap_ratio,reflection_sparsity,treatment_observed_flag,adolescent_exposure_flag,total_days_incarcerated,age_at_first_exposure,birth_year,gender,generation,interview_year,observability_tier,how_multimodal_score_mean,how_multimodal_score_max,composure_score_mean,composure_score_max,r_how,p_hat_r_how,ipo_weight,ipo_weight_stabilized
269,12,639,0,0.0,1.0,1,0.0,2444.0,6.5,1936.0,female,Nisei,2007.0,A,0.5033,0.5531,0.3083,0.45,1,0.6368180113534093,1.5703073439690114,1.1174685175056123
27,24,144,0,0.0,1.0,1,0.0,1175.0,24.667,1918.0,male,Nisei,1999.0,A,0.5965,0.8712,0.3625,0.8,0,0.8612568325157185,,
277,37,2025,0,0.0,1.0,1,0.0,2652.0,4.25,1938.0,female,Nisei,2010.0,A,0.4218,0.6156,0.2973,0.55,1,0.594263535627618,1.6827551078729281,1.1974890539369891
278,31,1683,0,0.0,1.0,1,0.0,2455.0,27.5,1915.0,male,Nisei,2011.0,A,0.5477,0.7554,0.3242,0.6,1,0.8487836225732678,1.1781565682998072,0.8384045829142261
284,9,479,0,0.0,1.0,1,0.0,2444.0,22.5,1920.0,male,Nisei,2007.0,A,0.4486,0.6,0.4444,0.6,1,0.852356483733781,1.173218036213511,0.834890204566368
285,8,420,0,0.0,1.0,1,0.0,2444.0,29.5,1913.0,male,Nisei,2007.0,A,0.672,0.7188,0.3375,0.6,1,0.88398092389627,1.131246130959885,0.8050219861435284
286,10,527,0,0.0,1.0,1,1.0,2444.0,18.5,1924.0,female,Nisei,2007.0,A,0.4786,0.58,0.375,0.45,1,0.7379846770421851,1.3550416846159496,0.9642802909135312
287,39,284,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,male,Nisei,2008.0,A,0.3606,0.4841,0.2103,0.45,1,0.7217825867125783,1.3854587495032087,0.9859258067018773
288,22,161,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,female,Nisei,2007.0,A,0.3041,0.4,0.3,0.4,1,0.6482971265552895,1.5425025949343243,1.097681988580087
289,24,186,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,male,Nisei,2007.0,A,0.3323,0.4217,0.2417,0.4,1,0.7704494242250742,1.2979437307073207,0.9236480120466378
290,25,209,0,0.0,1.0,1,0.0,1359.0,23.25,1919.0,male,Nisei,2008.0,A,0.5479,0.706,0.306,0.55,1,0.7904380287073712,1.265121317145295,0.9002907922227734
291,25,224,0,0.0,1.0,1,0.0,1312.0,21.333,1921.0,male,Nisei,2008.0,A,0.4307,0.4889,0.208,0.4,1,0.7742614152334748,1.2915534473566073,0.9191005325422031
292,25,185,0,0.0,1.0,1,1.0,1312.0,18.333,1924.0,male,Nisei,2008.0,A,0.4912,1.0,0.262,0.45,1,0.7524792888180644,1.3289402311267886,0.9457058681119715
293,49,345,0,0.0,1.0,1,1.0,1312.0,17.333,1925.0,female,Nisei,2008.0,A,0.6506,0.835,0.3459,0.7,1,0.6259422363753618,1.597591505872317,1.1368845840931934
294,47,304,0,0.0,1.0,1,1.0,1312.0,15.333,1927.0,male,Nisei,2007.0,A,0.38,0.6392,0.2234,0.3,1,0.7408821091061846,1.349742405315227,0.9605091961614304
295,25,137,0,0.0,1.0,1,1.0,1312.0,16.333,1926.0,male,Nisei,2007.0,A,0.3811,0.4901,0.2792,0.45,0,0.7484189873901126,,
296,36,250,0,0.0,1.0,1,0.0,1470.0,21.417,1921.0,female,Nisei,2008.0,A,0.5277,0.7584,0.225,0.55,1,0.676004996393641,1.479279007307359,1.052690561259675
298,24,146,0,0.0,1.0,1,0.0,2534.0,21.25,1921.0,female,Nisei,2008.0,A,0.5297,0.6055,0.2979,0.45,0,0.7552664679911473,,
299,25,225,0,0.0,1.0,1,1.0,1312.0,17.333,1925.0,female,Nisei,2008.0,A,0.3214,0.45,0.26,0.45,1,0.6259422363753618,1.597591505872317,1.1368845840931934
30,17,165,0,0.0,1.0,1,0.0,1312.0,23.333,1919.0,male,Nisei,1997.0,A,0.4005,0.4866,0.2706,0.45,1,0.8749426920093303,1.142931999012955,0.813337931234904
300,23,131,0,0.0,1.0,1,1.0,633.0,12.833,1930.0,female,Sansei,2008.0,A,0.3806,1.0,0.3304,0.55,0,0.4164970939650477,,
301,22,145,0,0.0,1.0,1,1.0,1314.0,16.333,1926.0,male,Nisei,2008.0,A,0.3632,0.6023,0.2236,0.35,0,0.7375633549846881,,
302,19,140,0,0.0,1.0,1,0.0,2461.0,5.5,1937.0,female,Sansei,2008.0,A,0.2278,0.35,0.1974,0.35,0,0.5146568436542056,,
305,25,183,0,0.0,1.0,1,1.0,1375.0,16.417,1926.0,male,Nisei,2008.0,A,0.5945,0.685,0.3,0.45,1,0.7422471411599506,1.3472601570916727,0.9587427685553255
306,24,158,0,0.0,1.0,1,1.0,1277.0,12.417,1930.0,male,Nisei,2008.0,A,0.4189,0.6135,0.2896,0.55,1,0.7032366330692743,1.4219964560655818,1.0119269184855817
31,25,322,0,0.0,1.0,1,0.0,685.0,0.083,1944.0,male,Sansei,1999.0,A,0.6853,0.8749,0.228,0.35,1,0.557255284718318,1.7945096752298744,1.2770162950140151
310,25,181,0,0.0,1.0,1,0.0,2705.0,23.333,1919.0,male,Nisei,2008.0,A,0.4439,0.7,0.354,0.7,1,0.8616076650092407,1.160621058297195,0.8259258917576301
311,19,117,0,0.0,1.0,1,0.0,1314.0,3.333,1939.0,female,Sansei,2008.0,A,0.3188,0.55,0.2921,0.55,0,0.38944735658275625,,
313,21,170,0,0.0,1.0,1,0.0,1314.0,7.333,1935.0,male,Nisei,2008.0,A,0.5853,0.7522,0.1724,0.35,1,0.6633637841612687,1.5074684869394264,1.0727508737422502
314,24,168,0,0.0,1.0,1,1.0,1314.0,17.333,1925.0,female,Nisei,2008.0,A,0.3613,0.55,0.3187,0.55,1,0.6261159823215141,1.5971481773907097,1.136569100870745
316,24,191,0,0.0,1.0,1,0.0,1314.0,9.333,1933.0,female,Sansei,2008.0,A,0.4399,0.9918,0.2771,0.4,1,0.4472473922297589,2.1751579397572405,1.5478947657071216
317,13,692,0,0.0,1.0,1,0.0,1269.0,20.5,1922.0,male,Nisei,2008.0,A,0.5304,0.8,0.4723,0.8,1,0.7650059800905319,1.3071793241167324,0.9302202827012567
318,8,413,0,0.0,1.0,1,0.0,2444.0,24.5,1918.0,female,Nisei,2008.0,A,0.525,0.85,0.525,0.85,1,0.7716221744422604,1.2959710504986646,0.9222442053098573
320,11,204,0,0.0,1.0,1,1.0,1186.0,11.667,1931.0,male,Nisei,2008.0,A,0.4366,0.5648,0.18,0.35,1,0.6887800690148386,1.4518422425177009,1.0331658987836303
321,19,128,0,0.0,1.0,1,1.0,3255.0,17.333,1925.0,female,Nisei,2008.0,A,0.4003,0.6,0.2868,0.6,0,0.7748375219280017,,
322,47,1409,0,0.0,1.0,1,0.0,1146.0,8.75,1934.0,male,Nisei,2012.0,A,0.4522,0.8406,0.2804,0.4,1,0.606753845827749,1.6481148110990125,1.1728381846466105
323,18,97,0,0.0,1.0,1,0.0,1393.0,22.417,1920.0,male,Nisei,2008.0,C,0.3628,0.55,0.3167,0.55,0,0.7864959154676954,,
324,28,260,0,0.0,1.0,1,0.0,1269.0,3.5,1939.0,male,Sansei,2008.0,A,0.3505,0.4905,0.1989,0.35,1,0.5235937266278972,1.9098777337159942,1.3591149833880594
325,23,184,0,0.0,1.0,1,0.0,2240.0,26.25,1916.0,female,Nisei,2008.0,A,0.5679,0.9984,0.2848,0.75,1,0.7713596637398605,1.2964120980238967,0.9225580653488258
327,23,138,0,0.0,1.0,1,0.0,1343.0,22.333,1920.0,female,Nisei,2008.0,A,0.3189,0.45,0.2935,0.45,0,0.6739890113909073,,
328,25,155,0,0.0,1.0,1,0.0,1343.0,19.333,1923.0,male,Nisei,2008.0,A,0.5696,0.6763,0.3964,0.58,1,0.762195822628254,1.3119987938948994,0.9336499334437407
329,24,174,0,0.0,1.0,1,0.0,1343.0,21.333,1921.0,female,Nisei,2008.0,A,0.5008,0.6139,0.2971,0.55,1,0.6652197720958901,1.5032625937279747,1.0697578588589927
330,25,155,0,0.0,1.0,1,0.0,1343.0,24.333,1918.0,male,Nisei,2008.0,A,0.4042,0.7,0.352,0.7,1,0.796239316119706,1.2559038215712282,0.893731400423565
331,23,137,0,0.0,1.0,1,0.0,1343.0,28.333,1914.0,female,Nisei,2008.0,A,0.3472,0.45,0.337,0.45,0,0.7239459176660854,,
333,20,142,0,0.0,1.0,1,0.0,1461.0,23.333,1919.0,female,Nisei,2008.0,A,0.3715,0.8,0.32,0.8,0,0.6920473108844851,,
334,25,144,0,0.0,1.0,1,0.0,1343.0,7.333,1935.0,male,Nisei,2008.0,A,0.3895,0.5065,0.232,0.45,0,0.6657625948524811,,
335,25,196,0,0.0,1.0,1,1.0,1314.0,16.333,1926.0,male,Nisei,2008.0,A,0.4458,0.8622,0.298,0.55,1,0.7375633549846881,1.355815731952627,0.9648311216366491
336,25,180,0,0.0,1.0,1,1.0,1314.0,14.333,1928.0,male,Nisei,2008.0,A,0.4018,0.5234,0.2752,0.45,1,0.7219315919635036,1.3851727935609635,0.9857223135678232
337,23,172,0,0.0,1.0,1,0.0,1314.0,24.333,1918.0,female,Nisei,2008.0,A,0.347,0.538,0.2935,0.45,1,0.6888612319011425,1.4516711838176264,1.0330441692937233
338,25,163,0,0.0,1.0,1,1.0,1277.0,15.417,1927.0,female,Nisei,2008.0,A,0.4704,0.6953,0.2,0.45,1,0.6045081865868672,1.6542373158685106,1.1771951064647936
339,25,150,0,0.0,1.0,1,0.0,1312.0,21.333,1921.0,male,Nisei,2007.0,A,0.381,0.4902,0.298,0.4,1,0.7841691400017844,1.275235085121718,0.9074879930449026
34,13,944,0,0.0,1.0,1,1.0,1393.0,14.417,1928.0,male,Nisei,1997.0,A,0.5882,0.891,0.2731,0.35,1,0.8346097605733485,1.198164755841142,0.8526428909471476
340,17,108,0,0.0,1.0,1,1.0,1312.0,12.333,1930.0,male,Nisei,2007.0,A,0.4718,0.6837,0.3029,0.45,0,0.7174078455258512,,
342,20,134,0,0.0,1.0,1,1.0,1277.0,17.417,1925.0,male,Nisei,2008.0,A,0.5682,0.7088,0.388,0.55,0,0.7428731973028931,,
343,25,1219,0,0.0,1.0,1,0.0,1269.0,20.5,1922.0,female,Nisei,2008.0,A,0.3955,0.5421,0.2978,0.45,1,0.6508850374501207,1.5363696236090432,1.0933176185087838
344,25,155,0,0.0,1.0,1,1.0,2645.0,17.417,1925.0,male,Nisei,2008.0,A,0.5114,0.65,0.294,0.65,1,0.8275804683280337,1.2083417120999806,0.8598850580725587
346,24,141,0,0.0,1.0,1,1.0,1314.0,18.333,1924.0,male,Nisei,2008.0,A,0.3308,0.5704,0.285,0.45,0,0.7526174885076454,,
347,15,91,0,0.0,1.0,1,0.0,2662.0,0.417,1942.0,male,Kibei,2008.0,C,0.6337,0.8103,0.2867,0.55,0,0.7832756771293841,,
348,17,110,0,0.0,1.0,1,0.0,1269.0,25.5,1917.0,male,Nisei,2008.0,A,0.2226,0.3698,0.2,0.35,0,0.7987533982114783,,
349,20,93,0,0.0,1.0,1,0.0,1269.0,21.5,1921.0,female,Nisei,2008.0,C,0.4675,0.82,0.4295,0.82,0,0.659837755953581,,
35,44,1861,0,0.0,1.0,1,1.0,1312.0,16.333,1926.0,female,Nisei,1998.0,A,0.5206,0.9981,0.2673,0.45,1,0.7410025544312893,1.3495230131392573,0.9603530714062513
350,24,144,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2008.0,A,0.6723,0.9328,0.5238,0.8,0,0.5169880468060927,,
353,25,172,0,0.0,1.0,1,0.0,137.0,20.333,1922.0,male,Nisei,2008.0,A,0.2778,0.35,0.2168,0.35,1,0.6806778455772704,1.4691237661068848,1.0454638470926745
354,25,193,0,0.0,1.0,1,0.0,1312.0,30.333,1912.0,male,Nisei,2008.0,A,0.4668,0.65,0.384,0.65,1,0.8305158636302683,1.2040709200049466,0.8568458595810394
355,20,146,0,0.0,1.0,1,1.0,1470.0,13.417,1929.0,female,Nisei,2008.0,A,0.5128,0.6189,0.3025,0.45,0,0.6026746429893863,,
356,25,188,0,0.0,1.0,1,0.0,1343.0,20.333,1922.0,male,Nisei,2008.0,A,0.3375,0.55,0.294,0.55,1,0.769305792930801,1.299873222311677,0.9250210847326572
357,25,165,0,0.0,1.0,1,0.0,1343.0,19.333,1923.0,male,Nisei,2008.0,A,0.4504,0.5882,0.3096,0.45,1,0.762195822628254,1.3119987938948994,0.9336499334437407
358,24,147,0,0.0,1.0,1,1.0,1979.0,16.417,1926.0,female,Nisei,2008.0,A,0.5794,0.7374,0.3229,0.65,0,0.6735782039399597,,
361,18,123,0,0.0,1.0,1,1.0,2521.0,15.417,1927.0,female,Nisei,2008.0,A,0.3859,0.4704,0.2111,0.35,0,0.7080418033288799,,
363,18,86,0,0.0,1.0,1,1.0,1275.0,13.5,1929.0,female,Nisei,2008.0,C,0.2802,0.55,0.2472,0.55,0,0.5856344711042354,,
364,19,107,0,0.0,1.0,1,0.0,1215.0,7.583,1935.0,female,Nisei,2008.0,A,0.4858,0.5652,0.3289,0.55,0,0.5223011066935971,,
365,20,99,0,0.0,1.0,1,1.0,1445.0,18.417,1924.0,male,Nisei,2008.0,A,0.4944,0.75,0.315,0.75,0,0.7618655738061703,,
366,25,162,0,0.0,1.0,1,1.0,1269.0,17.5,1925.0,female,Nisei,2008.0,A,0.4862,0.7,0.364,0.7,1,0.6229947632621057,1.6051499289718445,1.1422633399706008
367,20,114,0,0.0,1.0,1,0.0,1445.0,22.417,1920.0,female,Nisei,2008.0,A,0.4034,0.55,0.28,0.55,0,0.682619281620558,,
368,23,144,0,0.0,1.0,1,1.0,2591.0,16.417,1926.0,male,Nisei,2008.0,A,0.4907,0.7711,0.3122,0.55,0,0.8188979149687735,,
372,23,177,0,0.0,1.0,1,1.0,3255.0,13.333,1929.0,male,Nisei,2009.0,A,0.2807,0.4196,0.187,0.35,1,0.8287887390692411,1.2065801004041574,0.8586314527718432
374,25,168,0,0.0,1.0,1,0.0,1312.0,26.333,1916.0,male,Nisei,2009.0,A,0.3256,0.45,0.318,0.45,1,0.7978856762640145,1.253312385155674,0.8918872718708831
375,44,300,0,0.0,1.0,1,1.0,1269.0,18.5,1924.0,female,Nisei,2008.0,A,0.4227,0.65,0.3193,0.65,1,0.6322586116929316,1.581631284265795,1.1255269060907316
376,14,81,0,0.0,1.0,1,1.0,1378.0,15.417,1927.0,female,Nisei,2008.0,C,0.7443,0.8435,0.445,0.78,0,0.6134323003615956,,
378,25,169,0,0.0,1.0,1,0.0,1269.0,20.5,1922.0,male,Nisei,2008.0,A,0.9044,0.99,0.3552,0.65,1,0.7650059800905319,1.3071793241167324,0.9302202827012567
379,23,130,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2008.0,A,0.7909,0.9362,0.2391,0.35,0,0.7271859515221106,,
38,22,148,0,0.0,1.0,1,1.0,1175.0,16.667,1926.0,male,Nisei,1998.0,A,0.8722,0.9989,0.5364,0.8,0,0.8270003622600526,,
380,25,145,0,0.0,1.0,1,1.0,1269.0,11.5,1931.0,male,Nisei,2009.0,A,0.5737,0.7517,0.448,0.75,0,0.6822726930622252,,
381,49,323,0,0.0,1.0,1,0.0,1269.0,23.5,1919.0,male,Nisei,2009.0,A,0.5456,0.7594,0.3461,0.65,1,0.7758501191433558,1.2889087406523005,0.9172184955693459
382,25,138,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2009.0,A,0.6399,0.7638,0.316,0.55,0,0.7236087830747905,,
384,18,116,0,0.0,1.0,1,0.0,2240.0,23.25,1919.0,female,Nisei,2009.0,A,0.7889,0.9489,0.3444,0.45,0,0.7387512473347848,,
385,25,151,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2009.0,A,0.4825,0.72,0.432,0.72,1,0.7156110699591336,1.397407113974784,0.9944285505653305
387,41,305,0,0.0,1.0,1,1.0,2656.0,16.417,1926.0,male,Nisei,2009.0,A,0.6273,1.0,0.2915,0.6,1,0.8138798252726049,1.228682624815101,0.874360141350858
388,21,122,0,0.0,1.0,1,1.0,1312.0,17.333,1925.0,male,Nisei,2009.0,A,0.4,0.6124,0.2143,0.35,0,0.7339275991566074,,
391,11,69,0,0.0,1.0,1,0.0,443.0,0.083,1945.0,male,Sansei,2009.0,C,0.4787,0.5541,0.2909,0.4,0,0.38814807636605164,,
392,25,187,0,0.0,1.0,1,0.0,3201.0,5.417,1937.0,male,Nisei,2009.0,A,0.4729,0.72,0.4528,0.72,1,0.7761467659512418,1.288416113896197,0.9168679305077094
393,25,186,0,0.0,1.0,1,1.0,1819.0,11.667,1931.0,female,Sansei,2009.0,A,0.3867,0.45,0.32,0.45,1,0.5005778712384024,1.9976911834437558,1.421605148680359
395,24,176,0,0.0,1.0,1,0.0,1443.0,21.333,1921.0,male,Nisei,2009.0,A,0.3209,0.45,0.2292,0.45,1,0.7726866197294986,1.2941857338620397,0.9209737310024745
396,22,157,0,0.0,1.0,1,1.0,1215.0,18.583,1924.0,female,Nisei,2009.0,A,0.3909,0.65,0.3714,0.65,1,0.6144286564549126,1.6275282565265263,1.1581882967077826
400,25,172,0,0.0,1.0,1,0.0,1215.0,24.583,1918.0,male,Nisei,2009.0,A,0.4563,0.7005,0.206,0.35,1,0.7795300295828284,1.2828242172211863,0.9128886021861118
401,18,104,0,0.0,1.0,1,0.0,1314.0,21.333,1921.0,male,Nisei,2009.0,A,0.5549,0.6657,0.3,0.55,0,0.7641695036550519,,
402,24,171,0,0.0,1.0,1,0.0,1470.0,21.417,1921.0,male,Nisei,2009.0,A,0.352,0.45,0.2667,0.45,1,0.7747389955570608,1.2907572817874873,0.9185339619522924
403,15,128,0,0.0,1.0,1,0.0,1393.0,19.417,1923.0,female,Nisei,2009.0,A,0.4787,0.7,0.32,0.7,0,0.6387685743133702,,
405,22,144,0,0.0,1.0,1,1.0,1275.0,17.5,1925.0,female,Nisei,2009.0,A,0.3071,0.3627,0.1773,0.3,0,0.6099037568242102,,
406,15,111,0,0.0,1.0,1,0.0,1269.0,3.5,1939.0,female,Sansei,2009.0,A,0.3317,0.4569,0.3,0.45,0,0.3727249126405054,,
407,16,120,0,0.0,1.0,1,1.0,1275.0,10.5,1932.0,female,Nisei,2009.0,A,0.4546,0.7284,0.3075,0.65,0,0.5422567051624168,,
408,22,146,0,0.0,1.0,1,1.0,1275.0,18.5,1924.0,female,Nisei,2009.0,A,0.7218,0.8491,0.3455,0.55,0,0.6192927070825439,,
409,20,175,0,0.0,1.0,1,1.0,1819.0,14.667,1928.0,female,Sansei,2009.0,A,0.4714,0.7,0.339,0.7,1,0.5302704542910485,1.8858301304698604,1.3420021298742375
41,24,212,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,female,Nisei,1997.0,A,0.4119,0.9942,0.2625,0.4,1,0.7737199074724598,1.292457374228276,0.9197437886697991
410,21,156,0,0.0,1.0,1,0.0,1848.0,6.583,1936.0,female,Nisei,2009.0,A,0.3348,0.55,0.2738,0.55,1,0.5564857902898824,1.7969910776680997,1.2787821207389143
411,25,169,0,0.0,1.0,1,0.0,847.0,21.25,1921.0,female,Nisei,2009.0,A,0.3924,0.7,0.3772,0.7,1,0.6090481214518645,1.6419063860112966,1.168420119861102
412,25,1323,0,0.0,1.0,1,1.0,1275.0,14.5,1928.0,female,Nisei,2009.0,A,0.3734,0.72,0.3183,0.72,1,0.5812700125964938,1.7203708746870798,1.2242573393545453
413,21,1148,0,0.0,1.0,1,0.0,2662.0,19.417,1923.0,male,Nisei,2009.0,A,0.4121,0.8,0.3952,0.8,1,0.8317805519318321,1.2022401794289057,0.8555430605046018
415,25,1337,0,0.0,1.0,1,1.0,2793.0,17.25,1925.0,male,Nisei,2009.0,A,0.4604,0.7,0.3572,0.7,1,0.8267130558834318,1.2096095409203287,0.8607872755892547
416,22,1205,0,0.0,1.0,1,0.0,1329.0,7.417,1935.0,female,Nisei,2009.0,A,0.522,0.6013,0.2182,0.35,1,0.5176428624509238,1.9318338424782338,1.3747394790659042
417,24,1288,0,0.0,1.0,1,0.0,1393.0,25.417,1917.0,male,Nisei,2009.0,A,0.7532,0.9384,0.2708,0.55,1,0.7966120240296544,1.255316226513265,0.893313253631577
418,14,99,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,1997.0,A,0.6904,0.7864,0.3036,0.45,0,0.8339614378308579,,
419,25,237,0,0.0,1.0,1,0.0,1470.0,22.417,1920.0,male,Nisei,2009.0,A,0.5466,0.8253,0.314,0.6,1,0.7815814126437953,1.279457243766042,0.9104925828018485
42,50,458,0,0.0,1.0,1,0.0,2444.0,3.5,1939.0,male,Sansei,1998.0,A,0.5188,0.8433,0.3236,0.72,1,0.7514622719368205,1.3307387973352247,0.9469857711336926
420,23,204,0,0.0,1.0,1,1.0,1306.0,12.417,1930.0,female,Nisei,2009.0,A,0.3811,1.0,0.2326,0.4,1,0.5642748319338216,1.7721860756626489,1.2611302840305063
421,25,173,0,0.0,1.0,1,0.0,1470.0,24.417,1918.0,female,Nisei,2009.0,A,0.6272,0.7146,0.338,0.65,1,0.6892880990568993,1.4507721827320452,1.0324044184741155
422,24,174,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,male,Issei,2009.0,A,0.4926,0.6984,0.2354,0.35,1,0.7555314503813699,1.323571638871194,0.9418854485921926
423,25,1330,0,0.0,1.0,1,1.0,1277.0,17.417,1925.0,male,Nisei,2009.0,A,0.4478,0.6104,0.32,0.6,1,0.731718338828587,1.3666460807869145,0.972538258651834
424,25,1339,0,0.0,1.0,1,1.0,3246.0,13.417,1929.0,female,Nisei,2009.0,A,0.2898,0.5,0.288,0.5,1,0.7345905006595497,1.3613026565170028,0.9687357492766885
425,24,146,0,0.0,1.0,1,1.0,3911.0,17.333,1925.0,female,Nisei,2009.0,A,0.5633,0.8,0.4958,0.8,0,0.8055974719583648,,
426,25,1307,0,0.0,1.0,1,1.0,1277.0,16.417,1926.0,male,Nisei,2009.0,A,0.7986,0.9145,0.6088,0.8,1,0.7238657376466457,1.3814716569554628,0.983088495639429
427,22,1145,0,0.0,1.0,1,0.0,1955.0,23.417,1919.0,female,Nisei,2009.0,A,0.4012,0.8,0.3927,0.8,1,0.7185177834031135,1.39175400122138,0.9904056594083221
429,25,225,0,0.0,1.0,1,0.0,1393.0,19.417,1923.0,male,Nisei,2009.0,A,0.3317,0.55,0.2632,0.55,1,0.7553615724428869,1.3238693050878099,0.9420972750394615
43,14,802,0,0.0,1.0,1,0.0,2539.0,19.417,1923.0,male,Kibei,1998.0,A,0.4594,0.6441,0.3107,0.55,1,0.928796383021468,1.0766622461931854,0.7661787794144739
430,18,955,0,0.0,1.0,1,0.0,1277.0,25.417,1917.0,male,Nisei,2009.0,A,0.5485,0.8,0.5111,0.8,1,0.789548929149836,1.266545951847179,0.9013045965805099
431,24,147,0,0.0,1.0,1,0.0,1269.0,24.5,1918.0,female,Nisei,2009.0,A,0.8179,0.927,0.3942,0.6,0,0.6734635121815601,,
432,22,147,0,0.0,1.0,1,0.0,2461.0,22.5,1920.0,female,Nisei,2009.0,A,0.3762,0.6472,0.2977,0.6,0,0.7478022291539442,,
433,13,65,0,0.0,1.0,1,1.0,1295.0,14.417,1928.0,female,Nisei,2009.0,C,0.576,0.7414,0.4246,0.72,0,0.582665947763149,,
434,23,139,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2009.0,A,0.4149,0.7,0.3261,0.7,0,0.7156110699591336,,
435,24,125,0,0.0,1.0,1,1.0,2662.0,17.417,1925.0,female,Nisei,2009.0,A,0.5114,0.62,0.3883,0.62,0,0.7231006338637335,,
436,25,161,0,0.0,1.0,1,0.0,1269.0,21.5,1921.0,male,Nisei,2009.0,A,0.437,0.7,0.428,0.7,1,0.7617622471798388,1.3127455498118397,0.9341813429354219
437,25,142,0,0.0,1.0,1,0.0,1269.0,26.5,1916.0,female,Nisei,2009.0,A,0.5881,0.7401,0.5228,0.72,0,0.6906524181089239,,
438,24,157,0,0.0,1.0,1,1.0,3937.0,18.417,1924.0,male,Nisei,2009.0,A,0.3045,0.6,0.2833,0.6,1,0.8839147794967385,1.1313307834600925,0.8050822269010294
439,25,175,0,0.0,1.0,1,0.0,1275.0,33.5,1909.0,female,Nisei,2009.0,A,0.5399,0.7737,0.47,0.75,1,0.7470375295319296,1.338620832913935,0.9525948174435734
44,20,172,0,0.0,1.0,1,1.0,2745.0,16.333,1926.0,male,Nisei,1998.0,A,0.3414,0.6404,0.2375,0.35,1,0.8947604405129089,1.1176175820052616,0.7953235825446618
441,22,167,0,0.0,1.0,1,0.0,1393.0,22.417,1920.0,male,Nisei,2009.0,A,0.4998,0.7,0.4455,0.7,1,0.7766645811794951,1.2875571053869004,0.9162566393683697
442,24,200,0,0.0,1.0,1,0.0,1269.0,3.5,1939.0,female,Nisei,2009.0,A,0.3486,0.65,0.31,0.65,1,0.47289210963532335,2.114647251719134,1.5048339030582352
443,22,190,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2009.0,A,0.3387,0.579,0.2738,0.55,1,0.5025951263018761,1.9896730940430276,1.415899283194681
444,25,148,0,0.0,1.0,1,0.0,1295.0,21.417,1921.0,male,Nisei,2009.0,A,0.7566,0.9894,0.2832,0.45,0,0.7632046077997763,,
448,17,94,0,0.0,1.0,1,0.0,1295.0,9.417,1933.0,female,Nisei,2009.0,C,0.4471,0.7,0.4382,0.7,0,0.5342621067141136,,
449,19,105,0,0.0,1.0,1,0.0,809.0,0.083,1944.0,female,Nisei,2009.0,A,0.4774,0.82,0.4774,0.82,0,0.3904739575887877,,
452,38,2057,0,0.0,1.0,1,1.0,1295.0,10.417,1932.0,male,Nisei,2010.0,A,0.5277,0.8651,0.2842,0.65,1,0.6626135662017286,1.509175258412316,1.0739654534198249
453,25,1369,0,0.0,1.0,1,0.0,1317.0,20.417,1922.0,female,Nisei,2010.0,A,0.424,0.7,0.26,0.7,1,0.6280508725269381,1.5922277059763312,1.1330675749319077
454,25,1328,0,0.0,1.0,1,0.0,1383.0,20.25,1922.0,male,Nisei,2010.0,A,0.6259,0.8,0.5076,0.8,1,0.7507019006791262,1.332086676609377,0.9479449544808561
455,25,1376,0,0.0,1.0,1,0.0,1314.0,28.333,1914.0,male,Nisei,2010.0,A,0.8152,0.9401,0.2928,0.55,1,0.8014776289223826,1.2476954613749336,0.8878901336582188
456,25,1349,0,0.0,1.0,1,0.0,1392.0,20.417,1922.0,male,Nisei,2010.0,A,0.5759,0.8,0.5568,0.8,1,0.751958661559659,1.3298603382343803,0.9463606384850554
457,25,1364,0,0.0,1.0,1,0.0,2203.0,22.417,1920.0,male,Sansei,2010.0,A,0.6018,0.7959,0.276,0.55,1,0.7459815194668731,1.3405157820996223,0.9539433089127186
458,25,1308,0,0.0,1.0,1,0.0,1956.0,27.417,1915.0,female,Nisei,2010.0,A,0.5397,0.9,0.5312,0.9,1,0.738551326368145,1.354002036551121,0.9635404523168427
459,25,1335,0,0.0,1.0,1,0.0,810.0,26.417,1916.0,male,Nisei,2010.0,A,0.5339,0.8,0.51,0.8,1,0.7560164068437715,1.3227226167945414,0.9412812640387863
460,17,900,0,0.0,1.0,1,0.0,810.0,20.417,1922.0,female,Nisei,2010.0,A,0.5192,0.839,0.3853,0.75,1,0.583153670293543,1.714813866294674,1.2203028383749264
462,6,325,0,0.0,1.0,1,1.0,1269.0,18.5,1924.0,male,Nisei,2000.0,A,0.3719,0.6182,0.2583,0.45,1,0.82636661483702,1.2101166504617624,0.861148146949664
