track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path,estimate_reference,std_error_reference,p_value_reference,estimate_delta_vs_reference,std_error_ratio_vs_reference,same_sign_as_reference,aggregation_variant,analysis_rows,analysis_narrators
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.0023034672968879,0.0082010357531708,-0.0137702674152522,0.0183772020090282,0.7788061471499382,-0.2327960803620818,0.4757743830125484,-0.1703189008792176,0.0640424208809187,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0302300777870654,0.0285017881310647,0.288854474496087,-0.0279266104901775,0.2877375873913089,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,-2.1950531265893235e-05,3.2413126173948354e-05,-8.547909119318457e-05,4.15780286613981e-05,0.4982719783976881,-0.2327960803620818,-0.3469560672231349,-0.1703189008792176,0.0640424208809187,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,-8.290781804134906e-06,2.307310692782184e-05,0.7193507533740584,-1.3659749461758329e-05,1.404801107858786,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.046835597313503,0.1276603662761001,-0.2970453174678509,0.2033741228408448,0.7137110890399201,-0.2327960803620818,-0.6397750184270665,-0.1703189008792176,0.0640424208809187,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0763756818474256,0.0727861933465865,0.2940329282865787,-0.12321127916092861,1.75390909191004,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0079325262881872,0.0057431771465349,-0.0191889466522292,0.0033238940758547,0.1672147979818996,-0.1388163048813688,0.4757743830125484,-0.1703189008792176,0.1290565408165482,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0093702442694317,0.0131810729330806,0.4771546914871128,0.0014377179812445004,0.4357139343430247,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,2.339447437847524e-05,2.601232010790998e-05,-2.7588736187355378e-05,7.437768494430586e-05,0.3684602385100852,-0.1388163048813688,-0.3469560672231349,-0.1703189008792176,0.1290565408165482,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,2.774285686882495e-05,2.4892154684124164e-05,0.2650552627240625,-4.348382490349712e-06,1.0450007417196487,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.0273080289883953,0.1083876301082232,-0.239743880370162,0.1851278223933713,0.8010813831801171,-0.1388163048813688,-0.6397750184270665,-0.1703189008792176,0.1290565408165482,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.014978706251866,0.047440223581216,0.7522009821102914,-0.0422867352402613,2.2847200524396216,0.0,interview_equal_mean,31,31
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0001265873087374,0.0013908535236429,-0.0028526101228482,0.0025994355053732,0.927481371923209,-0.1442813637882407,0.575774434756824,-0.0422139596661842,0.3051508299225335,4697.656804443317,0.927481371923209,1.0,0,0,robustness/causal_robustness_v2/r7/track2/track2_estimates_v1.csv,0.0063661278803358,0.0103246899477731,0.5375034472500901,-0.0064927151890732,0.13471140835012568,0.0,interview_equal_mean,31,31
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,1.6780268600027665e-05,1.5229851108439732e-05,-1.3069691062421629e-05,4.663022826247696e-05,0.2705480979336828,-0.1442813637882407,-0.2048133452602019,-0.0422139596661842,0.3051508299225335,4697.656804443317,0.7136091570926448,1.0,0,0,robustness/causal_robustness_v2/r7/track2/track2_estimates_v1.csv,6.520093367756771e-06,3.736164136703724e-06,0.0809621844424519,1.0260175232270893e-05,4.076333520474411,1.0,interview_equal_mean,31,31
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.0493785699163572,0.0424478341654043,-0.033817656269564,0.1325747961022785,0.2447173183780121,-0.1442813637882407,-0.4976029684951748,-0.0422139596661842,0.3051508299225335,4697.656804443317,0.7136091570926448,1.0,0,0,robustness/causal_robustness_v2/r7/track2/track2_estimates_v1.csv,0.0214684323885979,0.0103072173665794,0.0372645029791449,0.027910137527759303,4.118263218454976,1.0,interview_equal_mean,31,31
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0025787957260702,0.0045688405824622,-0.0115335587188011,0.0063759672666607,0.572460776871462,0.0869177867165789,0.575774434756824,-0.0422139596661842,0.10129136222738,4697.656804443317,0.7136091570926448,1.0,0,0,robustness/causal_robustness_v2/r7/track2/track2_estimates_v1.csv,0.0096986105226265,0.0074500919862248,0.192981056526297,-0.0122774062486967,0.6132596202717999,0.0,interview_equal_mean,31,31
